X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOUR,ObjectId,VEHICLE_STREET
-8836378.207,5412019.39,80562734,6001001689,2016,2016/06/09 04:00:00+00,1030,10,VICTORIA ST,SHUTER ST,58 m South of,Collector,Toronto and East York,13,51,43.653781,-79.378536,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,<Null>,South,Passenger Van,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,75,Church-Yonge Corridor (75),12044,75
-8836378.207,5412019.39,80562735,6001001689,2016,2016/06/09 04:00:00+00,1030,10,VICTORIA ST,SHUTER ST,58 m South of,Collector,Toronto and East York,13,51,43.653781,-79.378536,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,75,Church-Yonge Corridor (75),12045,75
-8852507.177,5410613.241,80543026,6001025245,2016,2016/06/12 04:00:00+00,2223,22,BLOOR ST W,ISLINGTON AVE,<Null>,Major Arterial,Etobicoke York,3,22,43.644641,-79.523425,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Major,<Null>,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D22,16,Stonegate-Queensway (16),12046,16
-8852507.177,5410613.241,80543027,6001025245,2016,2016/06/12 04:00:00+00,2223,22,BLOOR ST W,ISLINGTON AVE,<Null>,Major Arterial,Etobicoke York,3,22,43.644641,-79.523425,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,40 to 44,Minor,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D22,16,Stonegate-Queensway (16),12047,16
-8852507.177,5410613.241,80543028,6001025245,2016,2016/06/12 04:00:00+00,2223,22,BLOOR ST W,ISLINGTON AVE,<Null>,Major Arterial,Etobicoke York,3,22,43.644641,-79.523425,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,55 to 59,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D22,16,Stonegate-Queensway (16),12048,16
-8835893.188,5410968.758,80543119,6001035189,2016,2016/06/14 04:00:00+00,1246,12,58 THE ESPLANADE,<Null>,45 m West of,Collector,Toronto and East York,"10,13",51,43.646952,-79.374179,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,<Null>,West,Bicycle,Pulling Onto Shoulder or towardCurb,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Following too Close,Normal,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,77,Waterfront Communities-The Island (77),12049,77
-8835893.188,5410968.758,80543120,6001035189,2016,2016/06/14 04:00:00+00,1246,12,58 THE ESPLANADE,<Null>,45 m West of,Collector,Toronto and East York,"10,13",51,43.646952,-79.374179,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D51,77,Waterfront Communities-The Island (77),12050,77
-8837908.628,5410005.771,80542825,6001035774,2016,2016/06/14 04:00:00+00,1415,14,BREMNER BLVD,SPADINA AVE,<Null>,Minor Arterial,Toronto and East York,10,52,43.640692,-79.392284,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,45 to 49,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),12051,77
-8837908.628,5410005.771,80542827,6001035774,2016,2016/06/14 04:00:00+00,1415,14,BREMNER BLVD,SPADINA AVE,<Null>,Minor Arterial,Toronto and East York,10,52,43.640692,-79.392284,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Fatal,36,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),12052,77
-8837908.628,5410005.771,80543762,6001035774,2016,2016/06/14 04:00:00+00,1415,14,BREMNER BLVD,SPADINA AVE,<Null>,Minor Arterial,Toronto and East York,10,52,43.640692,-79.392284,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,35 to 39,Minimal,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D52,77,Waterfront Communities-The Island (77),12053,77
-8821790.567,5427621.694,80542289,6001039195,2016,2016/06/15 04:00:00+00,37,0,LAWRENCE AVE E,VALPARAISO AVE,<Null>,Major Arterial,Scarborough,21,43,43.755103,-79.247493,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,37,South,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,127,Bendale (127),12054,127
-8821790.567,5427621.694,80542828,6001039195,2016,2016/06/15 04:00:00+00,37,0,LAWRENCE AVE E,VALPARAISO AVE,<Null>,Major Arterial,Scarborough,21,43,43.755103,-79.247493,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,65 to 69,Minor,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,127,Bendale (127),12055,127
-8836369.636,5411497.52,80543168,6001041986,2016,2016/06/15 04:00:00+00,1231,12,YONGE ST,ADELAIDE ST E,11 m North of,Major Arterial,Toronto and East York,13,"51,52",43.650389,-79.378459,Intersection,Intersection Related,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,50 to 54,Major,<Null>,North,Motorcycle,Going Ahead,Following too Close,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D51,75,Church-Yonge Corridor (75),12056,75
-8836369.636,5411497.52,80543169,6001041986,2016,2016/06/15 04:00:00+00,1231,12,YONGE ST,ADELAIDE ST E,11 m North of,Major Arterial,Toronto and East York,13,"51,52",43.650389,-79.378459,Intersection,Intersection Related,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,None,<Null>,North,Pick Up Truck,Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D51,75,Church-Yonge Corridor (75),12057,75
-8838885.345,5431910.859,80543182,6001043780,2016,2016/06/15 04:00:00+00,1644,16,FINCH AVE E,GARVIN  MEWS,143 m West of,Major Arterial,North York,18,32,43.782927,-79.401058,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,51,Willowdale East (51),12058,51
-8838885.345,5431910.859,80543183,6001043780,2016,2016/06/15 04:00:00+00,1644,16,FINCH AVE E,GARVIN  MEWS,143 m West of,Major Arterial,North York,18,32,43.782927,-79.401058,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,Running onto Roadway,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,51,Willowdale East (51),12059,51
-8823225.921,5421546.993,80542278,6001053517,2016,2016/06/17 04:00:00+00,303,3,DANFORTH RD,ST CLAIR AVE E,92.1 m south,Minor Arterial,Scarborough,20,41,43.715674,-79.260387,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,38,North,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,Running onto Roadway,Other,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,120,Clairlea-Birchmount (120),12060,120
-8823225.921,5421546.993,80542831,6001053517,2016,2016/06/17 04:00:00+00,303,3,DANFORTH RD,ST CLAIR AVE E,92.1 m south,Minor Arterial,Scarborough,20,41,43.715674,-79.260387,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,unknown,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Other,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,120,Clairlea-Birchmount (120),12061,120
-8843710.154,5416250.204,80563011,6001054585,2016,2016/06/17 04:00:00+00,855,8,DUFFERIN ST,CLOVERLAWN AVE,<Null>,Major Arterial,Toronto and East York,9,13,43.681273,-79.4444,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,<Null>,South,"Bus (Other) (Go Bus, Gray Coach)",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D13,92,Corso Italia-Davenport (92),12062,92
-8843710.154,5416250.204,80563012,6001054585,2016,2016/06/17 04:00:00+00,855,8,DUFFERIN ST,CLOVERLAWN AVE,<Null>,Major Arterial,Toronto and East York,9,13,43.681273,-79.4444,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D13,92,Corso Italia-Davenport (92),12063,92
-8845847.823,5418961.732,80632029,6001057996,2016,2016/06/17 04:00:00+00,1737,17,CALEDONIA RD,CASTLEFIELD AVE,35 m North of,Minor Arterial,North York,8,13,43.698886,-79.463603,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,20 to 24,Major,<Null>,North,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D13,108,Briar Hill-Belgravia (108),12064,108
-8845847.823,5418961.732,80632030,6001057996,2016,2016/06/17 04:00:00+00,1737,17,CALEDONIA RD,CASTLEFIELD AVE,35 m North of,Minor Arterial,North York,8,13,43.698886,-79.463603,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,None,<Null>,West,"Automobile, Station Wagon",Turning Right,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D13,108,Briar Hill-Belgravia (108),12065,108
-8827718.664,5428558.776,80563132,6001066822,2016,2016/06/19 04:00:00+00,20,0,ELLESMERE RD,WARDEN AVE,<Null>,Major Arterial,Scarborough,21,41,43.761183,-79.300746,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,20 to 24,Minor,<Null>,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12066,119
-8827718.664,5428558.776,80563133,6001066822,2016,2016/06/19 04:00:00+00,20,0,ELLESMERE RD,WARDEN AVE,<Null>,Major Arterial,Scarborough,21,41,43.761183,-79.300746,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,75 to 79,Minor,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12067,119
-8827718.664,5428558.776,80563134,6001066822,2016,2016/06/19 04:00:00+00,20,0,ELLESMERE RD,WARDEN AVE,<Null>,Major Arterial,Scarborough,21,41,43.761183,-79.300746,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,30 to 34,None,<Null>,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12068,119
-8827718.664,5428558.776,80563135,6001066822,2016,2016/06/19 04:00:00+00,20,0,ELLESMERE RD,WARDEN AVE,<Null>,Major Arterial,Scarborough,21,41,43.761183,-79.300746,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,75 to 79,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12069,119
-8827718.664,5428558.776,80563136,6001066822,2016,2016/06/19 04:00:00+00,20,0,ELLESMERE RD,WARDEN AVE,<Null>,Major Arterial,Scarborough,21,41,43.761183,-79.300746,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,65 to 69,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12070,119
-8827718.664,5428558.776,80563137,6001066822,2016,2016/06/19 04:00:00+00,20,0,ELLESMERE RD,WARDEN AVE,<Null>,Major Arterial,Scarborough,21,41,43.761183,-79.300746,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,65 to 69,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12071,119
-8827718.664,5428558.776,80563138,6001066822,2016,2016/06/19 04:00:00+00,20,0,ELLESMERE RD,WARDEN AVE,<Null>,Major Arterial,Scarborough,21,41,43.761183,-79.300746,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,25 to 29,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D41,119,Wexford/Maryvale (119),12072,119
-8821936.619,5424957.078,80632031,6001074563,2016,2016/06/20 04:00:00+00,910,9,540 BRIMLEY RD,<Null>,1 m North of,Major Arterial,Scarborough,21,"41,43",43.737811,-79.248805,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,55 to 59,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,138,Eglinton East (138),12073,138
-8821936.619,5424957.078,80632032,6001074563,2016,2016/06/20 04:00:00+00,910,9,540 BRIMLEY RD,<Null>,1 m North of,Major Arterial,Scarborough,21,"41,43",43.737811,-79.248805,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,30 to 34,Major,<Null>,South,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,138,Eglinton East (138),12074,138
-8820665.239,5433800.951,80563229,6001076116,2016,2016/06/20 04:00:00+00,1307,13,ORMEROD ST,VERNE CRES,32 m East of,Local,Scarborough,23,42,43.795184,-79.237384,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,<Null>,West,"Automobile, Station Wagon",Overtaking,Improper Passing,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D42,132,Malvern (132),12075,132
-8820665.239,5433800.951,80563230,6001076116,2016,2016/06/20 04:00:00+00,1307,13,ORMEROD ST,VERNE CRES,32 m East of,Local,Scarborough,23,42,43.795184,-79.237384,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,<Null>,West,Bicycle,Turning Left,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist turned left across motorists path.,Improper Turn,Normal,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D42,132,Malvern (132),12076,132
-8818513.099,5429189.819,80563303,6001084832,2016,2016/06/21 04:00:00+00,1621,16,81 JANRAY DR,<Null>,<Null>,Local,Scarborough,24,43,43.765277,-79.218051,Mid-Block,Private Driveway,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,East,"Automobile, Station Wagon",Reversing,Other,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,137,Woburn (137),12077,137
-8818513.099,5429189.819,80563304,6001084832,2016,2016/06/21 04:00:00+00,1621,16,81 JANRAY DR,<Null>,<Null>,Local,Scarborough,24,43,43.765277,-79.218051,Mid-Block,Private Driveway,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at private driveway,Other,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,137,Woburn (137),12078,137
-8850213.216,5425477.859,80563319,6001086045,2016,2016/06/21 04:00:00+00,2030,20,SHEPPARD AVE W,NORTHOVER ST,100 m West of,Major Arterial,Etobicoke York,"7,6",31,43.741191,-79.502818,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,Major,<Null>,East,"Automobile, Station Wagon",Stopped,Following too Close,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D31,25,Glenfield-Jane Heights (25),12079,25
-8850213.216,5425477.859,80563320,6001086045,2016,2016/06/21 04:00:00+00,2030,20,SHEPPARD AVE W,NORTHOVER ST,100 m West of,Major Arterial,Etobicoke York,"7,6",31,43.741191,-79.502818,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,Minor,<Null>,East,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D31,25,Glenfield-Jane Heights (25),12080,25
-8844394.658,5417750.044,80542826,6001088034,2016,2016/06/22 04:00:00+00,655,6,DYNEVOR RD,KIRKNEWTON RD,<Null>,Local,Toronto and East York,9,13,43.691016,-79.450549,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,39,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at mid-block,Other,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D13,109,Caledonia-Fairbank (109),12081,109
-8844394.658,5417750.044,80543763,6001088034,2016,2016/06/22 04:00:00+00,655,6,DYNEVOR RD,KIRKNEWTON RD,<Null>,Local,Toronto and East York,9,13,43.691016,-79.450549,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,<Null>,East,Delivery Van,Going Ahead,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D13,109,Caledonia-Fairbank (109),12082,109
-8844394.658,5417750.044,80543764,6001088034,2016,2016/06/22 04:00:00+00,655,6,DYNEVOR RD,KIRKNEWTON RD,<Null>,Local,Toronto and East York,9,13,43.691016,-79.450549,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,30 to 34,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D13,109,Caledonia-Fairbank (109),12083,109
-8844394.658,5417750.044,80543765,6001088034,2016,2016/06/22 04:00:00+00,655,6,DYNEVOR RD,KIRKNEWTON RD,<Null>,Local,Toronto and East York,9,13,43.691016,-79.450549,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,25 to 29,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D13,109,Caledonia-Fairbank (109),12084,109
-8835567.913,5429971.207,80563344,6001090221,2016,2016/06/22 04:00:00+00,1305,13,SHEPPARD AVE E,PROVOST DR,<Null>,Major Arterial,North York,17,33,43.770346,-79.371257,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,85 to 89,None,<Null>,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,52,Bayview Village (52),12085,52
