X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId,VEHICLES_IN_STREET
-8846815.189,5409343.891,80245219,5001233986,2015,2015/07/20 04:00:00+00,1015,10,THE QUEENSWAY,SOUTH KINGSWAY,167 m East of,Major Arterial,Toronto and East York,4,11,43.636389,-79.472293,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,35 to 39,None,<Null>,East,"Truck - Closed (Blazer, etc)",Reversing,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),11045,87
-8846815.189,5409343.891,80245220,5001233986,2015,2015/07/20 04:00:00+00,1015,10,THE QUEENSWAY,SOUTH KINGSWAY,167 m East of,Major Arterial,Toronto and East York,4,11,43.636389,-79.472293,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Vehicle is reversing and hits pedestrian,Other,Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,87,High Park-Swansea (87),11046,87
-8814859.482,5429702.516,80245330,5001240894,2015,2015/07/21 04:00:00+00,954,9,LAWRENCE AVE E,MORNINGSIDE AVE,100 m South of,Minor Arterial,Scarborough,25,43,43.768603,-79.18523,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,None,<Null>,West,Pick Up Truck,Turning Left,Speed too Slow,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,136,West Hill (136),11047,136
-8814859.482,5429702.516,80245331,5001240894,2015,2015/07/21 04:00:00+00,954,9,LAWRENCE AVE E,MORNINGSIDE AVE,100 m South of,Minor Arterial,Scarborough,25,43,43.768603,-79.18523,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,65 to 69,Major,<Null>,East,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D43,136,West Hill (136),11048,136
-8836290.71,5411737.066,80245414,5001245461,2015,2015/07/21 04:00:00+00,2135,21,VICTORIA ST,RICHMOND ST E,<Null>,Major Arterial,Toronto and East York,13,51,43.651946,-79.37775,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Motorcycle Driver,20 to 24,Major,<Null>,South,Motorcycle,Going Ahead,Disobeyed Traffic Control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D51,75,Church-Yonge Corridor (75),11049,75
-8836290.71,5411737.066,80245415,5001245461,2015,2015/07/21 04:00:00+00,2135,21,VICTORIA ST,RICHMOND ST E,<Null>,Major Arterial,Toronto and East York,13,51,43.651946,-79.37775,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,30 to 34,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D51,75,Church-Yonge Corridor (75),11050,75
-8836290.71,5411737.066,80245416,5001245461,2015,2015/07/21 04:00:00+00,2135,21,VICTORIA ST,RICHMOND ST E,<Null>,Major Arterial,Toronto and East York,13,51,43.651946,-79.37775,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,30 to 34,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D51,75,Church-Yonge Corridor (75),11051,75
-8836290.71,5411737.066,80245417,5001245461,2015,2015/07/21 04:00:00+00,2135,21,VICTORIA ST,RICHMOND ST E,<Null>,Major Arterial,Toronto and East York,13,51,43.651946,-79.37775,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,35 to 39,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D51,75,Church-Yonge Corridor (75),11052,75
-8836290.71,5411737.066,80245418,5001245461,2015,2015/07/21 04:00:00+00,2135,21,VICTORIA ST,RICHMOND ST E,<Null>,Major Arterial,Toronto and East York,13,51,43.651946,-79.37775,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,35 to 39,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D51,75,Church-Yonge Corridor (75),11053,75
-8836290.71,5411737.066,80245419,5001245461,2015,2015/07/21 04:00:00+00,2135,21,VICTORIA ST,RICHMOND ST E,<Null>,Major Arterial,Toronto and East York,13,51,43.651946,-79.37775,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,30 to 34,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D51,75,Church-Yonge Corridor (75),11054,75
-8839983.4,5428607.637,80240148,5000907993,2015,2015/05/31 04:00:00+00,241,2,YONGE ST,SHEPPARD AVE W,<Null>,Major Arterial,North York,18,32,43.7615,-79.410922,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,51,Willowdale East (51),11055,51
-8836290.71,5411737.066,80245420,5001245461,2015,2015/07/21 04:00:00+00,2135,21,VICTORIA ST,RICHMOND ST E,<Null>,Major Arterial,Toronto and East York,13,51,43.651946,-79.37775,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,40 to 44,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D51,75,Church-Yonge Corridor (75),11056,75
-8829075.871,5432230.807,80487280,5001258434,2015,2015/07/23 04:00:00+00,2011,20,HUNTINGWOOD DR,BRIDLEWOOD BLVD,<Null>,Minor Arterial,Scarborough,22,42,43.785002,-79.312938,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,None,<Null>,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D42,118,Tam O'Shanter-Sullivan (118),11057,118
-8829075.871,5432230.807,80487281,5001258434,2015,2015/07/23 04:00:00+00,2011,20,HUNTINGWOOD DR,BRIDLEWOOD BLVD,<Null>,Minor Arterial,Scarborough,22,42,43.785002,-79.312938,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,20 to 24,Major,<Null>,East,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D42,118,Tam O'Shanter-Sullivan (118),11058,118
-8829075.871,5432230.807,80487282,5001258434,2015,2015/07/23 04:00:00+00,2011,20,HUNTINGWOOD DR,BRIDLEWOOD BLVD,<Null>,Minor Arterial,Scarborough,22,42,43.785002,-79.312938,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,10 to 14,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D42,118,Tam O'Shanter-Sullivan (118),11059,118
-8838616.063,5412112.012,80487297,5001261641,2015,2015/07/24 04:00:00+00,1040,10,SPADINA AVE,ST ANDREW ST,5 m North of,Major Arterial,Toronto and East York,11,"52,14",43.654383,-79.398639,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Improper Passing,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D14,78,Kensington-Chinatown (78),11060,78
-8838616.063,5412112.012,80487298,5001261641,2015,2015/07/24 04:00:00+00,1040,10,SPADINA AVE,ST ANDREW ST,5 m North of,Major Arterial,Toronto and East York,11,"52,14",43.654383,-79.398639,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,<Null>,South,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D14,78,Kensington-Chinatown (78),11061,78
-8860277.5,5415502.76,80245707,5001263243,2015,2015/07/24 04:00:00+00,1518,15,RENFORTH DR,SILVER DART DR,<Null>,Major Arterial,Etobicoke York,1,23,43.676417,-79.593227,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Minor,<Null>,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D23,1,West Humber-Clairville (1),11062,1
-8860277.5,5415502.76,80245708,5001263243,2015,2015/07/24 04:00:00+00,1518,15,RENFORTH DR,SILVER DART DR,<Null>,Major Arterial,Etobicoke York,1,23,43.676417,-79.593227,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,75 to 79,Major,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D23,1,West Humber-Clairville (1),11063,1
-8860277.5,5415502.76,80245709,5001263243,2015,2015/07/24 04:00:00+00,1518,15,RENFORTH DR,SILVER DART DR,<Null>,Major Arterial,Etobicoke York,1,23,43.676417,-79.593227,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,None,<Null>,South,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D23,1,West Humber-Clairville (1),11064,1
-8860277.5,5415502.76,80245710,5001263243,2015,2015/07/24 04:00:00+00,1518,15,RENFORTH DR,SILVER DART DR,<Null>,Major Arterial,Etobicoke York,1,23,43.676417,-79.593227,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,70 to 74,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,<Null>,<Null>,D23,1,West Humber-Clairville (1),11065,1
-8856426.736,5418246.247,80245742,5001265349,2015,2015/07/24 04:00:00+00,2111,21,DIXON RD,KIPLING AVE,12 m East of,Major Arterial,Etobicoke York,"1,2",23,43.694239,-79.558635,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Minor,<Null>,East,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D23,6,Kingsview Village-The Westway (6),11066,6
-8856426.736,5418246.247,80245743,5001265349,2015,2015/07/24 04:00:00+00,2111,21,DIXON RD,KIPLING AVE,12 m East of,Major Arterial,Etobicoke York,"1,2",23,43.694239,-79.558635,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,55 to 59,Major,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D23,6,Kingsview Village-The Westway (6),11067,6
-8856426.736,5418246.247,80245744,5001265349,2015,2015/07/24 04:00:00+00,2111,21,DIXON RD,KIPLING AVE,12 m East of,Major Arterial,Etobicoke York,"1,2",23,43.694239,-79.558635,Intersection,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D23,6,Kingsview Village-The Westway (6),11068,6
-8811604.945,5433412.631,80487332,5001276114,2015,2015/07/26 04:00:00+00,1328,13,6486 KINGSTON RD,<Null>,15 m West of,Minor Arterial,Scarborough,25,43,43.792666,-79.155994,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,30 to 34,Fatal,35,East,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D43,133,Centennial Scarborough (133),11069,133
-8811604.945,5433412.631,80487333,5001276114,2015,2015/07/26 04:00:00+00,1328,13,6486 KINGSTON RD,<Null>,15 m West of,Minor Arterial,Scarborough,25,43,43.792666,-79.155994,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,65 to 69,None,<Null>,West,Passenger Van,Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D43,133,Centennial Scarborough (133),11070,133
-8811604.945,5433412.631,80487334,5001276114,2015,2015/07/26 04:00:00+00,1328,13,6486 KINGSTON RD,<Null>,15 m West of,Minor Arterial,Scarborough,25,43,43.792666,-79.155994,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,70 to 74,None,<Null>,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D43,133,Centennial Scarborough (133),11071,133
-8811604.945,5433412.631,80487335,5001276114,2015,2015/07/26 04:00:00+00,1328,13,6486 KINGSTON RD,<Null>,15 m West of,Minor Arterial,Scarborough,25,43,43.792666,-79.155994,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,70 to 74,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D43,133,Centennial Scarborough (133),11072,133
-8830257.194,5432920.237,80245914,5001281908,2015,2015/07/27 04:00:00+00,1115,11,PHARMACY AVE,CORINTHIAN BLVD,<Null>,Minor Arterial,Scarborough,22,42,43.789473,-79.32355,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,70 to 74,Major,<Null>,North,"Automobile, Station Wagon",Making U Turn,Improper Turn,Medical or Physical Disability,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,D42,117,L'Amoreaux (117),11073,117
-8830257.194,5432920.237,80245915,5001281908,2015,2015/07/27 04:00:00+00,1115,11,PHARMACY AVE,CORINTHIAN BLVD,<Null>,Minor Arterial,Scarborough,22,42,43.789473,-79.32355,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,30 to 34,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,D42,117,L'Amoreaux (117),11074,117
-8830569.779,5427867.977,80246407,5001312732,2015,2015/07/31 04:00:00+00,2130,21,63 WALLINGFORD RD,<Null>,<Null>,Local,North York,16,33,43.756701,-79.326358,Mid-Block,Private Driveway,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,<Null>,East,"Automobile, Station Wagon",Reversing,Other,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,45,Parkwoods-Donalda (45),11075,45
-8830569.779,5427867.977,80246408,5001312732,2015,2015/07/31 04:00:00+00,2130,21,63 WALLINGFORD RD,<Null>,<Null>,Local,North York,16,33,43.756701,-79.326358,Mid-Block,Private Driveway,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian hit at private driveway,Other,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,45,Parkwoods-Donalda (45),11076,45
-8825624.299,5429703.749,80487535,5001313535,2015,2015/08/01 04:00:00+00,31,0,1939 KENNEDY RD,<Null>,18 m South of,Major Arterial,Scarborough,21,41,43.768611,-79.281932,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Following too Close,Had Been Drinking,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D41,126,Dorset Park (126),11077,126
-8825624.299,5429703.749,80487536,5001313535,2015,2015/08/01 04:00:00+00,31,0,1939 KENNEDY RD,<Null>,18 m South of,Major Arterial,Scarborough,21,41,43.768611,-79.281932,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Motorcycle Driver,35 to 39,Major,<Null>,North,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D41,126,Dorset Park (126),11078,126
-8825624.299,5429703.749,80487537,5001313535,2015,2015/08/01 04:00:00+00,31,0,1939 KENNEDY RD,<Null>,18 m South of,Major Arterial,Scarborough,21,41,43.768611,-79.281932,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Motorcycle Passenger,35 to 39,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D41,126,Dorset Park (126),11079,126
-8847624.593,5421496.475,80246780,5001332825,2015,2015/08/04 04:00:00+00,1136,11,KEELE STREET,MAPLE LEAF DRIVE,40 m North of,Major Arterial,Etobicoke York,5,12,43.715346,-79.479564,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Sideswipe,Driver,85 to 89,Fatal,37,North,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D12,29,Maple Leaf (29),11080,29
-8847624.593,5421496.475,80246781,5001332825,2015,2015/08/04 04:00:00+00,1136,11,KEELE STREET,MAPLE LEAF DRIVE,40 m North of,Major Arterial,Etobicoke York,5,12,43.715346,-79.479564,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Sideswipe,Truck Driver,35 to 39,None,<Null>,North,Truck (other),Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D12,29,Maple Leaf (29),11081,29
-8847624.593,5421496.475,80246782,5001332825,2015,2015/08/04 04:00:00+00,1136,11,KEELE STREET,MAPLE LEAF DRIVE,40 m North of,Major Arterial,Etobicoke York,5,12,43.715346,-79.479564,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Sideswipe,Passenger,80 to 84,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D12,29,Maple Leaf (29),11082,29
-8847981.261,5426569.901,80247056,5001353530,2015,2015/08/07 04:00:00+00,1715,17,SHEPPARD AVE W,JOHN DRURY DR,<Null>,Major Arterial,North York,6,31,43.748278,-79.482768,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),11083,26
-8847981.261,5426569.901,80247057,5001353530,2015,2015/08/07 04:00:00+00,1715,17,SHEPPARD AVE W,JOHN DRURY DR,<Null>,Major Arterial,North York,6,31,43.748278,-79.482768,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),11084,26
-8831253.503,5431281.017,80247062,5001353806,2015,2015/08/07 04:00:00+00,1811,18,OLD SHEPPARD AVE,BRIAN DR,9 m East of,Collector,North York,17,33,43.778842,-79.3325,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,<Null>,West,Bicycle,Overtaking,<Null>,<Null>,<Null>,<Null>,<Null>,Motorist turned left across cyclists path.,Improper Passing,Inattentive,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,46,Pleasant View (46),11085,46
-8831253.503,5431281.017,80247063,5001353806,2015,2015/08/07 04:00:00+00,1811,18,OLD SHEPPARD AVE,BRIAN DR,9 m East of,Collector,North York,17,33,43.778842,-79.3325,Intersection,Intersection Related,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,<Null>,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,46,Pleasant View (46),11086,46
-8859038.292,5425795.736,80247200,5001361534,2015,2015/08/09 04:00:00+00,40,0,KIPLING AVE,FINCH AVE W,18 m North of,Major Arterial,Etobicoke York,1,23,43.743254,-79.582095,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,60 to 64,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Following too Close,Fatigue,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D23,3,Thistletown-Beaumond Heights (3),11087,3
